TP,Kn,Nu,Wrn,Ukr,Tgl Msk,Umur,Awal,Masuk,Jual,Kirim,Akhir,Total
Pakaian Anak,Kain Velvet,3.0,Perak,10XL,2023-12-15,281,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Velvet,3.0,Perak,S/M,2023-12-15,281,0,4,0.0,0.0,4.0,4.0
Pakaian Anak,Kain Velvet,3.0,Perak,XL/XXL,2023-12-15,281,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Velvet,4.0,Coral,5XL,2023-11-23,303,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Velvet,4.0,Coral,6XL,2023-11-23,303,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Velvet,4.0,Coral,7XL,2023-11-23,303,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Velvet,4.0,Coral,8XL,2023-11-23,303,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Velvet,4.0,Coral,9XL,2023-11-23,303,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Velvet,4.0,Coral,10XL,2023-11-23,303,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Velvet,4.0,Coral,XL/XXL,2023-11-23,303,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Velvet,4.0,Coral,4XL/5XL,2023-11-23,303,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,4XL,2024-04-04,170,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,5XL,2024-04-04,170,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,6XL,2024-04-04,170,3,0,0.0,1.0,2.0,3.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,7XL,2024-04-04,170,4,0,1.0,2.0,1.0,4.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,8XL,2024-04-04,170,6,0,0.0,4.0,2.0,6.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,9XL,2024-04-04,170,4,0,1.0,2.0,1.0,4.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,10XL,2024-04-04,170,6,0,0.0,3.0,3.0,6.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,S/M,2024-04-04,170,6,0,2.0,1.0,3.0,6.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,XL/XXL,2024-04-04,170,3,0,0.0,1.0,2.0,3.0
Pakaian Anak,Kain Nilon,1.0,Chocolate,4XL/5XL,2024-04-04,170,3,0,1.0,1.0,1.0,3.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,4XL,2024-04-04,170,3,0,0.0,1.0,2.0,3.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,5XL,2024-04-04,170,3,0,1.0,1.0,1.0,3.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,6XL,2024-04-04,170,6,0,1.0,2.0,3.0,6.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,7XL,2024-04-04,170,6,0,1.0,2.0,3.0,6.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,8XL,2024-04-04,170,9,0,0.0,6.0,3.0,9.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,9XL,2024-04-04,170,8,0,0.0,7.0,1.0,8.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,10XL,2024-04-04,170,11,0,0.0,2.0,9.0,11.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,S/M,2024-04-04,170,9,0,1.0,2.0,6.0,9.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,XL/XXL,2024-04-04,170,5,0,0.0,1.0,4.0,5.0
Pakaian Anak,Kain Nilon,1.0,Bright Red,4XL/5XL,2024-04-04,170,5,0,0.0,1.0,4.0,5.0
Pakaian Anak,Kain Suede,6.0,Coral,4XL,2024-07-31,52,0,1,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Suede,6.0,Coral,5XL,2024-07-31,52,0,1,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Suede,6.0,Coral,6XL,2024-07-31,52,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Suede,6.0,Coral,7XL,2024-07-31,52,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Suede,6.0,Coral,8XL,2024-07-31,52,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Suede,6.0,Coral,9XL,2024-07-31,52,0,2,1.0,0.0,1.0,2.0
Pakaian Anak,Kain Suede,6.0,Coral,10XL,2024-07-31,52,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Suede,6.0,Coral,S/M,2024-07-31,52,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Suede,6.0,Coral,XL/XXL,2024-07-31,52,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Suede,6.0,Coral,4XL/5XL,2024-07-31,52,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,4XL,2024-03-01,204,0,4,0.0,2.0,2.0,4.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,5XL,2024-03-01,204,0,3,1.0,1.0,1.0,3.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,6XL,2024-03-01,204,0,4,0.0,2.0,2.0,4.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,7XL,2024-03-01,204,2,1,1.0,1.0,1.0,3.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,8XL,2024-03-01,204,3,1,2.0,1.0,1.0,4.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,9XL,2024-03-01,204,3,3,1.0,2.0,3.0,6.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,10XL,2024-03-01,204,3,2,0.0,3.0,2.0,5.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,S/M,2024-03-01,204,1,3,0.0,2.0,2.0,4.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,XL/XXL,2024-03-01,204,2,1,1.0,1.0,1.0,3.0
Pakaian Anak,Kain Kain Tahan Air,1.0,Coral,4XL/5XL,2024-03-01,204,0,1,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,5XL,2024-02-19,215,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,6XL,2024-02-19,215,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,7XL,2024-02-19,215,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,8XL,2024-02-19,215,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,9XL,2024-02-19,215,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,10XL,2024-02-19,215,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,S/M,2024-02-19,215,2,0,1.0,0.0,1.0,2.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,XL/XXL,2024-02-19,215,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Tahan Angin,1.0,Coklat,4XL/5XL,2024-02-19,215,2,0,1.0,0.0,1.0,2.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,6XL,2024-02-19,215,2,0,2.0,0.0,0.0,2.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,7XL,2024-02-19,215,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,8XL,2024-02-19,215,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,9XL,2024-02-19,215,3,0,0.0,0.0,3.0,3.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,10XL,2024-02-19,215,2,0,1.0,0.0,1.0,2.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,S/M,2024-02-19,215,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,XL/XXL,2024-02-19,215,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Tahan Angin,1.0,Coral,4XL/5XL,2024-02-19,215,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,4XL,2024-05-31,113,0,5,0.0,2.0,3.0,5.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,5XL,2024-05-31,113,0,4,0.0,2.0,2.0,4.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,6XL,2024-05-31,113,0,7,1.0,3.0,3.0,7.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,7XL,2024-05-31,113,0,4,1.0,3.0,0.0,4.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,8XL,2024-05-31,113,0,7,1.0,3.0,3.0,7.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,9XL,2024-05-31,113,0,6,1.0,3.0,2.0,6.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,10XL,2024-05-31,113,0,6,1.0,2.0,3.0,6.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,S/M,2024-05-31,113,0,6,1.0,2.0,3.0,6.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,XL/XXL,2024-05-31,113,0,4,1.0,1.0,2.0,4.0
Pakaian Anak,Kain Kain Batik,1.0,Perak,4XL/5XL,2024-05-31,113,0,4,0.0,2.0,2.0,4.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,4XL,2024-02-29,205,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,5XL,2024-02-29,205,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,6XL,2024-02-29,205,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,7XL,2024-02-29,205,2,2,2.0,0.0,2.0,4.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,8XL,2024-02-29,205,2,2,2.0,0.0,2.0,4.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,9XL,2024-02-29,205,2,2,2.0,0.0,2.0,4.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,10XL,2024-02-29,205,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,S/M,2024-02-29,205,2,2,2.0,0.0,2.0,4.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,XL/XXL,2024-02-29,205,1,1,1.0,0.0,1.0,2.0
Pakaian Anak,Kain Kain Tie Dye,1.0,Plum,4XL/5XL,2024-02-29,205,0,1,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,4XL,2024-01-11,254,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,5XL,2024-01-11,254,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,6XL,2024-01-11,254,2,0,1.0,0.0,1.0,2.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,7XL,2024-01-11,254,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,8XL,2024-01-11,254,4,0,2.0,0.0,2.0,4.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,9XL,2024-01-11,254,4,0,0.0,0.0,4.0,4.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,10XL,2024-01-11,254,4,0,0.0,0.0,4.0,4.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,S/M,2024-01-11,254,5,0,1.0,0.0,4.0,5.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,XL/XXL,2024-01-11,254,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Kain Printed,1.0,Coral,4XL/5XL,2024-01-11,254,2,0,2.0,0.0,0.0,2.0
Pakaian Anak,,1.0,Hitam,5XL,2023-11-23,303,0,1,0.0,0.0,1.0,1.0
Pakaian Anak,,1.0,Hitam,6XL,2023-11-23,303,1,1,0.0,1.0,1.0,2.0
Pakaian Anak,,1.0,Hitam,7XL,2023-11-23,303,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Hitam,8XL,2023-11-23,303,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Hitam,9XL,2023-11-23,303,1,2,0.0,1.0,2.0,3.0
Pakaian Anak,,1.0,Hitam,10XL,2023-11-23,303,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Hitam,S/M,2023-11-23,303,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Hitam,XL/XXL,2023-11-23,303,0,1,0.0,0.0,1.0,1.0
Pakaian Anak,,1.0,Hitam,4XL/5XL,2023-11-23,303,0,1,1.0,0.0,0.0,1.0
Pakaian Anak,,1.0,Navy,5XL,2023-11-23,303,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,,1.0,Navy,7XL,2023-11-23,303,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,,1.0,Magenta,6XL,2023-11-23,303,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,,1.0,Magenta,7XL,2023-11-23,303,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,,1.0,Magenta,8XL,2023-11-23,303,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Magenta,9XL,2023-11-23,303,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Magenta,10XL,2023-11-23,303,1,1,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Magenta,S/M,2023-11-23,303,2,1,1.0,0.0,2.0,3.0
Pakaian Anak,,1.0,Magenta,4XL/5XL,2023-11-23,303,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,,1.0,Turquoise,4XL,2023-11-23,303,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Turquoise,5XL,2023-11-23,303,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Turquoise,6XL,2023-11-23,303,2,2,0.0,2.0,2.0,4.0
Pakaian Anak,,1.0,Turquoise,7XL,2023-11-23,303,1,2,0.0,1.0,2.0,3.0
Pakaian Anak,,1.0,Turquoise,8XL,2023-11-23,303,0,2,0.0,0.0,2.0,2.0
Pakaian Anak,,1.0,Turquoise,9XL,2023-11-23,303,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,,1.0,Turquoise,10XL,2023-11-23,303,1,2,1.0,0.0,2.0,3.0
Pakaian Anak,,1.0,Turquoise,S/M,2023-11-23,303,1,1,1.0,0.0,1.0,2.0
Pakaian Anak,,1.0,Turquoise,4XL/5XL,2023-11-23,303,0,1,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,4XL,2023-09-14,373,2,0,0.0,2.0,0.0,2.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,5XL,2023-09-14,373,1,0,0.0,1.0,0.0,1.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,6XL,2023-09-14,373,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,7XL,2023-09-14,373,3,0,1.0,2.0,0.0,3.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,8XL,2023-09-14,373,2,0,0.0,2.0,0.0,2.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,9XL,2023-09-14,373,5,0,0.0,1.0,4.0,5.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,10XL,2023-09-14,373,3,0,1.0,2.0,0.0,3.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,S/M,2023-09-14,373,3,0,0.0,2.0,1.0,3.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,XL/XXL,2023-09-14,373,5,0,1.0,3.0,1.0,5.0
Pakaian Anak,Kain Kain Microfleece,1.0,Light Gray,4XL/5XL,2023-09-14,373,3,0,0.0,1.0,2.0,3.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,4XL,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,5XL,2024-02-24,210,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,6XL,2024-02-24,210,1,0,0.0,1.0,0.0,1.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,7XL,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,8XL,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,9XL,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,10XL,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,S/M,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,XL/XXL,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Kain Microfleece,2.0,Cyan,4XL/5XL,2024-02-24,210,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Denim,5.0,Plum,4XL,2023-08-25,393,1,0,0.0,1.0,0.0,1.0
Pakaian Remaja,Denim,5.0,Plum,6XL,2023-08-25,393,1,0,0.0,1.0,0.0,1.0
Pakaian Remaja,Denim,5.0,Plum,7XL,2023-08-25,393,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Denim,5.0,Plum,9XL,2023-08-25,393,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Denim,5.0,Plum,10XL,2023-08-25,393,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Denim,5.0,Plum,4XL/5XL,2023-08-25,393,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,4XL,2024-02-28,206,2,0,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,5XL,2024-02-28,206,1,0,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,6XL,2024-02-28,206,2,0,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,7XL,2024-02-28,206,2,0,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,8XL,2024-02-28,206,1,0,1.0,0.0,0.0,1.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,9XL,2024-02-28,206,1,0,1.0,0.0,0.0,1.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,10XL,2024-02-28,206,2,0,2.0,0.0,0.0,2.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,S/M,2024-02-28,206,2,0,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,XL/XXL,2024-02-28,206,1,0,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,3.0,Coklat,4XL/5XL,2024-02-28,206,1,0,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,4XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,5XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,6XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,7XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,8XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,9XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,10XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,S/M,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,XL/XXL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Oranye,4XL/5XL,2024-01-25,240,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,4XL,2024-01-25,240,0,2,0.0,2.0,0.0,2.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,5XL,2024-01-25,240,0,2,0.0,2.0,0.0,2.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,6XL,2024-01-25,240,1,2,1.0,2.0,0.0,3.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,7XL,2024-01-25,240,1,0,0.0,1.0,0.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,8XL,2024-01-25,240,2,3,2.0,2.0,1.0,5.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,9XL,2024-01-25,240,1,0,1.0,0.0,0.0,1.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,10XL,2024-01-25,240,4,4,0.0,4.0,4.0,8.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,S/M,2024-01-25,240,2,1,0.0,2.0,1.0,3.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,XL/XXL,2024-01-25,240,1,1,1.0,1.0,0.0,2.0
Pakaian Remaja,Kain Velvet,4.0,Army Green,4XL/5XL,2024-01-25,240,2,1,3.0,0.0,0.0,3.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,5XL,2022-08-23,760,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,6XL,2022-08-23,760,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,7XL,2022-08-23,760,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,8XL,2022-08-23,760,3,0,1.0,0.0,2.0,3.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,9XL,2022-08-23,760,4,0,2.0,0.0,2.0,4.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,10XL,2022-08-23,760,2,0,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,S/M,2022-08-23,760,2,0,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,XL/XXL,2022-08-23,760,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Kain Mesh,6.0,Maroon,4XL/5XL,2022-08-23,760,1,0,1.0,0.0,0.0,1.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,4XL,2024-02-26,208,1,7,2.0,4.0,2.0,8.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,5XL,2024-02-26,208,0,2,0.0,0.0,2.0,2.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,6XL,2024-02-26,208,4,3,5.0,2.0,0.0,7.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,7XL,2024-02-26,208,1,4,2.0,2.0,1.0,5.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,8XL,2024-02-26,208,8,3,3.0,6.0,2.0,11.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,9XL,2024-02-26,208,5,2,2.0,4.0,1.0,7.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,10XL,2024-02-26,208,8,4,1.0,7.0,4.0,12.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,S/M,2024-02-26,208,8,6,9.0,4.0,1.0,14.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,XL/XXL,2024-02-26,208,1,3,1.0,2.0,1.0,4.0
Pakaian Remaja,Kain Mesh,11.0,Maroon,4XL/5XL,2024-02-26,208,4,3,3.0,2.0,2.0,7.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,4XL,2023-12-15,281,0,2,0.0,1.0,1.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,5XL,2023-12-15,281,1,1,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,6XL,2023-12-15,281,1,2,2.0,1.0,0.0,3.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,7XL,2023-12-15,281,2,2,0.0,2.0,2.0,4.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,8XL,2023-12-15,281,0,5,1.0,2.0,2.0,5.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,9XL,2023-12-15,281,0,4,1.0,2.0,1.0,4.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,10XL,2023-12-15,281,0,4,1.0,2.0,1.0,4.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,S/M,2023-12-15,281,0,4,1.0,1.0,2.0,4.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,XL/XXL,2023-12-15,281,1,1,0.0,1.0,1.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Oranye,4XL/5XL,2023-12-15,281,0,1,0.0,1.0,0.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Perak,4XL,2023-12-15,281,2,0,2.0,0.0,0.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Perak,5XL,2023-12-15,281,0,0,0.0,0.0,0.0,0.0
Pakaian Remaja,Kain Canvas,25.0,Perak,7XL,2023-12-15,281,1,0,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Perak,9XL,2023-12-15,281,0,1,1.0,0.0,0.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Perak,10XL,2023-12-15,281,1,1,0.0,0.0,2.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Perak,S/M,2023-12-15,281,0,1,1.0,0.0,0.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Perak,XL/XXL,2023-12-15,281,3,0,2.0,0.0,1.0,3.0
Pakaian Remaja,Kain Canvas,25.0,Perak,4XL/5XL,2023-12-15,281,0,2,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Coral,4XL,2023-12-15,281,1,0,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Coral,5XL,2023-12-15,281,2,0,0.0,0.0,2.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Coral,6XL,2023-12-15,281,1,1,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Coral,7XL,2023-12-15,281,1,0,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Coral,8XL,2023-12-15,281,1,2,1.0,0.0,2.0,3.0
Pakaian Remaja,Kain Canvas,25.0,Coral,9XL,2023-12-15,281,0,2,1.0,0.0,1.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Coral,10XL,2023-12-15,281,1,2,1.0,0.0,2.0,3.0
Pakaian Remaja,Kain Canvas,25.0,Coral,S/M,2023-12-15,281,3,3,3.0,1.0,2.0,6.0
Pakaian Remaja,Kain Canvas,25.0,Coral,XL/XXL,2023-12-15,281,1,1,0.0,1.0,1.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Coral,4XL/5XL,2023-12-15,281,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Army Green,4XL,2023-12-15,281,0,1,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Army Green,5XL,2023-12-15,281,1,0,0.0,0.0,1.0,1.0
Pakaian Remaja,Kain Canvas,25.0,Army Green,6XL,2023-12-15,281,2,0,0.0,0.0,2.0,2.0
Pakaian Remaja,Kain Canvas,25.0,Army Green,7XL,2023-12-15,281,1,0,0.0,0.0,1.0,1.0
