TP,Kn,Nu,Wrn,Ukr,Tgl Msk,Umur,Awal,Masuk,Jual,Kirim,Akhir,Total
Dress,Sutra,40.0,Krem,M,2024-08-31,21,0,2,1.0,0.0,1.0,2.0
Dress,Sutra,40.0,Krem,L,2024-08-31,21,0,2,0.0,0.0,2.0,2.0
Sweater,Kain Kain Bambu,1.0,Mint,S,2024-07-30,53,0,2,0.0,0.0,2.0,2.0
Sweater,Kain Kain Bambu,1.0,Mint,M,2024-07-30,53,0,2,0.0,0.0,2.0,2.0
Sweater,Kain Kain Bambu,1.0,Mint,L,2024-07-30,53,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,1.0,Navy,S,2024-02-03,231,0,0,0.0,0.0,0.0,0.0
Jumpsuit,Polyester,1.0,Navy,M,2024-02-03,231,2,0,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,1.0,Navy,L,2024-02-03,231,2,0,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,1.0,Lilac,S,2024-02-03,231,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,1.0,Lilac,M,2024-02-03,231,0,2,1.0,0.0,1.0,2.0
Jumpsuit,Polyester,1.0,Lilac,L,2024-02-03,231,1,1,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,2.0,Hijau,S,2024-01-31,234,2,1,2.0,0.0,1.0,3.0
Jumpsuit,Polyester,2.0,Hijau,M,2024-01-31,234,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,2.0,Hijau,L,2024-01-31,234,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,3.0,Hijau,S,2024-01-31,234,0,1,0.0,1.0,0.0,1.0
Jumpsuit,Polyester,3.0,Hijau,M,2024-01-31,234,3,0,0.0,1.0,2.0,3.0
Jumpsuit,Polyester,3.0,Hijau,L,2024-01-31,234,2,1,0.0,2.0,1.0,3.0
Jumpsuit,Polyester,5.0,Merah,S,2024-01-23,242,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,5.0,Merah,M,2024-01-23,242,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,5.0,Merah,L,2024-01-23,242,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,6.0,Burgundy,S,2024-01-18,247,1,0,1.0,0.0,0.0,1.0
Jumpsuit,Polyester,6.0,Burgundy,M,2024-01-18,247,7,0,0.0,0.0,7.0,7.0
Jumpsuit,Polyester,6.0,Burgundy,L,2024-01-18,247,1,0,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,7.0,Hijau,S,2024-01-29,236,0,2,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,7.0,Hijau,M,2024-01-29,236,1,1,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,7.0,Hijau,L,2024-01-29,236,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,8.0,Hijau,S,2024-01-29,236,1,1,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,8.0,Hijau,M,2024-01-29,236,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,8.0,Hijau,L,2024-01-29,236,1,1,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,10.0,Lavender,S,2024-01-23,242,0,2,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,10.0,Lavender,M,2024-01-23,242,0,1,0.0,1.0,0.0,1.0
Jumpsuit,Polyester,10.0,Lavender,L,2024-01-23,242,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,11.0,Lavender,M,2024-01-22,243,3,0,0.0,3.0,0.0,3.0
Jumpsuit,Polyester,12.0,Merah,S,2024-01-24,241,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,12.0,Merah,M,2024-01-24,241,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,12.0,Merah,L,2024-01-24,241,1,0,0.0,1.0,0.0,1.0
Jumpsuit,Polyester,12.0,Lilac,S,2024-01-24,241,0,0,0.0,0.0,0.0,0.0
Jumpsuit,Polyester,12.0,Lilac,M,2024-01-24,241,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,12.0,Lilac,L,2024-01-24,241,0,0,0.0,0.0,0.0,0.0
Jumpsuit,Polyester,13.0,Lilac,S,2024-01-29,236,0,2,2.0,0.0,0.0,2.0
Jumpsuit,Polyester,13.0,Lilac,M,2024-01-29,236,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,13.0,Lilac,L,2024-01-29,236,1,1,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,14.0,Merah,S,2024-01-04,261,1,0,0.0,1.0,0.0,1.0
Jumpsuit,Polyester,14.0,Merah,M,2024-01-04,261,3,0,0.0,3.0,0.0,3.0
Jumpsuit,Polyester,14.0,Hijau,M,2024-01-04,261,0,0,0.0,0.0,0.0,0.0
Jumpsuit,Polyester,15.0,Merah,S,2024-01-23,242,3,0,0.0,3.0,0.0,3.0
Jumpsuit,Polyester,15.0,Merah,M,2024-01-23,242,2,0,1.0,1.0,0.0,2.0
Jumpsuit,Polyester,15.0,Merah,L,2024-01-23,242,2,0,0.0,2.0,0.0,2.0
Jumpsuit,Polyester,16.0,Lilac,S,2024-08-05,47,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,16.0,Lilac,M,2024-08-05,47,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,16.0,Lilac,L,2024-08-05,47,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,17.0,Salmon,S,2024-07-29,54,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,17.0,Salmon,M,2024-07-29,54,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,17.0,Salmon,L,2024-07-29,54,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,19.0,Lilac,S,2024-07-19,64,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,19.0,Lilac,M,2024-07-19,64,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,19.0,Lilac,L,2024-07-19,64,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Polyester,20.0,Salmon,S,2024-08-05,47,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,20.0,Salmon,M,2024-08-05,47,0,1,0.0,0.0,1.0,1.0
Jumpsuit,Polyester,20.0,Salmon,L,2024-08-05,47,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,1.0,Lavender,S,2024-07-24,59,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,1.0,Lavender,M,2024-07-24,59,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,1.0,Lavender,L,2024-07-24,59,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,2.0,Hijau,S,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,2.0,Hijau,M,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,2.0,Hijau,L,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,3.0,Lavender,S,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,3.0,Lavender,M,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,3.0,Lavender,L,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,4.0,Lilac,S,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,4.0,Lilac,M,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,4.0,Lilac,L,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,5.0,Merah,S,2024-07-24,59,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,5.0,Merah,M,2024-07-24,59,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Sutra,5.0,Merah,L,2024-07-24,59,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Wool,1.0,Hitam,S,2024-05-08,136,0,2,1.0,0.0,1.0,2.0
Jumpsuit,Wool,1.0,Hitam,M,2024-05-08,136,0,2,0.0,0.0,2.0,2.0
Jumpsuit,Wool,1.0,Hitam,L,2024-05-08,136,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,1.0,Lavender,S,2024-07-23,60,0,2,1.0,0.0,1.0,2.0
Kaos Tidur,Sutra,1.0,Lavender,M,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,1.0,Lavender,L,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,1.0,Mint,S,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,1.0,Mint,M,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,1.0,Mint,L,2024-07-23,60,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,2.0,Hijau,S,2024-07-27,56,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,2.0,Hijau,M,2024-07-27,56,0,2,0.0,0.0,2.0,2.0
Kaos Tidur,Sutra,2.0,Hijau,L,2024-07-27,56,0,2,0.0,0.0,2.0,2.0
Pakaian Dalam,Katun,98.0,Hijau,,2024-02-02,232,2,0,1.0,0.0,1.0,2.0
Pakaian Dalam,Katun,99.0,Hijau,,2024-02-02,232,2,0,1.0,0.0,1.0,2.0
Pakaian Dalam,Rayon,1.0,Hitam,,2024-02-28,206,4,0,2.0,0.0,2.0,4.0
Pakaian Dalam,Rayon,2.0,Charcoal,,2024-07-02,81,0,3,3.0,0.0,0.0,3.0
Pakaian Dalam,Rayon,3.0,Hijau,,2024-07-02,81,0,5,0.0,0.0,5.0,5.0
Pakaian Dalam,Rayon,4.0,Merah,,2024-07-05,78,0,3,2.0,0.0,1.0,3.0
Pakaian Dalam,Rayon,5.0,Merah,,2024-07-09,74,0,3,3.0,0.0,0.0,3.0
Pakaian Dalam,Rayon,6.0,Lilac,,2024-07-24,59,0,4,1.0,0.0,3.0,4.0
Pakaian Dalam,Rayon,7.0,Hijau,,2024-07-24,59,0,4,0.0,0.0,4.0,4.0
Pakaian Dalam,Spandex,1.0,Hitam,,2024-03-09,196,2,0,0.0,0.0,2.0,2.0
Pakaian Dalam,Spandex,2.0,Biru,,2024-07-02,81,0,5,1.0,0.0,4.0,5.0
Pakaian Dalam,Kain Twill,2.0,Navy,,2024-08-21,31,0,2,0.0,0.0,2.0,2.0
Pakaian Dalam,Kain Kafan,1.0,Hijau,,2024-08-14,38,0,2,0.0,0.0,2.0,2.0
Pakaian Dalam,Kain Kafan,2.0,Hijau,,2024-08-21,31,0,2,0.0,0.0,2.0,2.0
Pakaian Renang,Kain Terrycloth,2.0,Abu-abu,,2024-01-22,243,5,1,0.0,6.0,0.0,6.0
Jaket Bomber,Spandex,1.0,Hijau,,2024-02-28,206,1,0,0.0,0.0,1.0,1.0
Cardigan,Katun,1.0,Hijau,,2024-02-07,227,3,0,0.0,3.0,0.0,3.0
Pakaian Olahraga,Kain Jacquard,1.0,Coklat,S,2024-01-08,257,1,0,0.0,1.0,0.0,1.0
Pakaian Olahraga,Kain Jacquard,1.0,Perak,S,2024-01-08,257,0,0,0.0,0.0,0.0,0.0
Pakaian Olahraga,Kain Jacquard,1.0,Perak,M,2024-01-08,257,0,0,0.0,0.0,0.0,0.0
Pakaian Olahraga,Kain Jacquard,1.0,Perak,L,2024-01-08,257,0,0,0.0,0.0,0.0,0.0
Pakaian Olahraga,Kain Jacquard,1.0,Coral,S,2024-01-08,257,2,1,2.0,1.0,0.0,3.0
Pakaian Olahraga,Kain Jacquard,1.0,Coral,M,2024-01-08,257,2,1,0.0,2.0,1.0,3.0
Pakaian Olahraga,Kain Jacquard,1.0,Coral,L,2024-01-08,257,3,1,3.0,1.0,0.0,4.0
Pakaian Olahraga,Kain Suede,5.0,Perak,S,2024-06-22,91,0,3,1.0,0.0,2.0,3.0
Pakaian Olahraga,Kain Suede,5.0,Perak,M,2024-06-22,91,0,3,2.0,0.0,1.0,3.0
Pakaian Olahraga,Kain Suede,5.0,Perak,L,2024-06-22,91,0,2,1.0,0.0,1.0,2.0
Pakaian Olahraga,Kain Suede,5.0,Plum,S,2024-06-22,91,0,6,5.0,1.0,0.0,6.0
Pakaian Olahraga,Kain Suede,5.0,Plum,M,2024-06-22,91,0,4,3.0,1.0,0.0,4.0
Pakaian Olahraga,Kain Suede,5.0,Plum,L,2024-06-22,91,0,3,2.0,0.0,1.0,3.0
Pakaian Formal,Kain Seersucker,3.0,Merah,S,2024-02-29,205,0,2,0.0,2.0,0.0,2.0
Pakaian Formal,Kain Seersucker,3.0,Merah,M,2024-02-29,205,0,2,0.0,2.0,0.0,2.0
Pakaian Formal,Kain Seersucker,3.0,Merah,L,2024-02-29,205,1,2,0.0,3.0,0.0,3.0
Pakaian Formal,Kain Seersucker,4.0,Lilac,S,2024-01-29,236,0,2,1.0,1.0,0.0,2.0
Pakaian Formal,Kain Seersucker,4.0,Lilac,M,2024-01-29,236,0,2,1.0,1.0,0.0,2.0
Pakaian Formal,Kain Seersucker,4.0,Lilac,L,2024-01-29,236,0,2,2.0,0.0,0.0,2.0
Pakaian Formal,Kain Seersucker,5.0,Navy,S,2024-01-23,242,0,2,2.0,0.0,0.0,2.0
Pakaian Formal,Kain Seersucker,5.0,Navy,M,2024-01-23,242,0,2,1.0,1.0,0.0,2.0
Pakaian Formal,Kain Seersucker,5.0,Navy,L,2024-01-23,242,0,2,0.0,2.0,0.0,2.0
Pakaian Formal,Kain Seersucker,7.0,Hijau,S,2024-07-30,53,0,2,0.0,0.0,2.0,2.0
Pakaian Formal,Kain Seersucker,7.0,Hijau,M,2024-07-30,53,0,2,0.0,0.0,2.0,2.0
Pakaian Formal,Kain Seersucker,7.0,Hijau,L,2024-07-30,53,0,2,0.0,0.0,2.0,2.0
Pakaian Formal,Kain Terrycloth,1.0,Hijau,S,2024-02-16,218,2,0,2.0,0.0,0.0,2.0
Pakaian Formal,Kain Terrycloth,1.0,Hijau,M,2024-02-16,218,2,1,1.0,2.0,0.0,3.0
Pakaian Formal,Kain Terrycloth,1.0,Hijau,L,2024-02-16,218,1,1,0.0,2.0,0.0,2.0
Pakaian Santai,Kain Jaring,1.0,Maroon,S,2024-01-23,242,7,0,5.0,2.0,0.0,7.0
Pakaian Santai,Kain Jaring,1.0,Maroon,M,2024-01-23,242,6,0,3.0,2.0,1.0,6.0
Pakaian Santai,Kain Jaring,1.0,Maroon,L,2024-01-23,242,6,0,0.0,2.0,4.0,6.0
Pakaian Santai,Kain Jaring,1.0,Dark Blue,S,2024-01-23,242,3,0,1.0,1.0,1.0,3.0
Pakaian Santai,Kain Jaring,1.0,Dark Blue,M,2024-01-23,242,4,0,0.0,1.0,3.0,4.0
Pakaian Santai,Kain Jaring,1.0,Dark Blue,L,2024-01-23,242,4,0,0.0,2.0,2.0,4.0
Pakaian Santai,Kain Jaring,2.0,Perak,S,2024-02-27,207,4,0,0.0,4.0,0.0,4.0
Pakaian Santai,Kain Jaring,2.0,Perak,M,2024-02-27,207,3,0,0.0,3.0,0.0,3.0
Pakaian Santai,Kain Jaring,2.0,Perak,L,2024-02-27,207,4,0,0.0,4.0,0.0,4.0
Pakaian Santai,Kain Microfiber,1.0,Cyan,S,2024-02-12,222,2,0,0.0,2.0,0.0,2.0
Pakaian Santai,Kain Microfiber,1.0,Cyan,M,2024-02-12,222,2,0,0.0,2.0,0.0,2.0
Pakaian Santai,Kain Microfiber,1.0,Cyan,L,2024-02-12,222,2,0,0.0,2.0,0.0,2.0
Pakaian Santai,Kain Microfiber,2.0,Oranye,S,2024-02-15,219,1,1,0.0,2.0,0.0,2.0
Pakaian Santai,Kain Microfiber,2.0,Oranye,M,2024-02-15,219,2,0,0.0,2.0,0.0,2.0
Pakaian Santai,Kain Microfiber,2.0,Oranye,L,2024-02-15,219,1,1,0.0,2.0,0.0,2.0
Pakaian Santai,Kain Taffeta,2.0,Lavender,S,2024-03-25,180,11,1,0.0,11.0,1.0,12.0
Pakaian Santai,Kain Taffeta,2.0,Lavender,M,2024-03-25,180,10,2,0.0,10.0,2.0,12.0
Pakaian Santai,Kain Taffeta,2.0,Lavender,L,2024-03-25,180,9,3,1.0,9.0,2.0,12.0
Aksesori,Kain Jacquard,1.0,Coklat,S,2023-12-12,284,0,2,0.0,0.0,2.0,2.0
Aksesori,Kain Jacquard,1.0,Coklat,M,2023-12-12,284,0,2,1.0,0.0,1.0,2.0
Aksesori,Kain Jacquard,1.0,Coklat,L,2023-12-12,284,0,2,0.0,0.0,2.0,2.0
Aksesori,Kain Jacquard,1.0,Maroon,S,2023-12-12,284,0,0,0.0,0.0,0.0,0.0
Aksesori,Kain Jacquard,1.0,Maroon,M,2023-12-12,284,0,0,0.0,0.0,0.0,0.0
Aksesori,Kain Jacquard,1.0,Maroon,L,2023-12-12,284,0,0,0.0,0.0,0.0,0.0
Sepatu,,1.0,,,2015-02-12,3509,0,0,0.0,0.0,0.0,0.0
Sepatu,,2.0,,,2015-02-12,3509,0,0,0.0,0.0,0.0,0.0
Sandal,Linen,2.0,,,2024-01-27,238,6,0,0.0,6.0,0.0,6.0
Sandal,Linen,3.0,Hijau,,2024-01-27,238,6,0,2.0,4.0,0.0,6.0
Tas,,1.0,,,2012-07-20,4446,2,0,0.0,0.0,2.0,2.0
Topi,,1.0,,,2018-01-17,2439,27,0,0.0,0.0,27.0,27.0
Ikat Pinggang,Denim,1.0,,,2024-04-03,171,7,0,0.0,0.0,7.0,7.0
Ikat Pinggang,Denim,1.0,Hijau,,2024-04-03,171,0,10,1.0,0.0,9.0,10.0
Ikat Pinggang,Denim,1.0,Khaki,,2024-04-03,171,0,10,9.0,0.0,1.0,10.0
Kacamata,Kain Satin,2.0,Magenta,,2024-08-01,51,0,2,0.0,0.0,2.0,2.0
Aksesori Lain,Kain Satin,2.0,Hijau,,2024-08-01,51,0,2,0.0,0.0,2.0,2.0
Pakaian Bayi,Denim,4.0,Light Gray,4XL,2023-08-12,406,4,0,0.0,4.0,0.0,4.0
Pakaian Bayi,Denim,4.0,Light Gray,5XL,2023-08-12,406,3,0,0.0,3.0,0.0,3.0
Pakaian Bayi,Denim,4.0,Light Gray,6XL,2023-08-12,406,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Denim,4.0,Light Gray,7XL,2023-08-12,406,0,0,0.0,0.0,0.0,0.0
Pakaian Bayi,Denim,4.0,Light Gray,8XL,2023-08-12,406,3,0,1.0,2.0,0.0,3.0
Pakaian Bayi,Denim,4.0,Light Gray,9XL,2023-08-12,406,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Denim,4.0,Light Gray,10XL,2023-08-12,406,0,0,0.0,0.0,0.0,0.0
Pakaian Bayi,Denim,4.0,Light Gray,S/M,2023-08-12,406,0,1,1.0,0.0,0.0,1.0
Pakaian Bayi,Denim,4.0,Light Gray,XL/XXL,2023-08-12,406,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Denim,4.0,Light Gray,4XL/5XL,2023-08-12,406,0,0,0.0,0.0,0.0,0.0
Pakaian Bayi,Kain Canvas,6.0,Perak,4XL,2023-09-14,373,1,0,0.0,0.0,1.0,1.0
Pakaian Bayi,Kain Canvas,6.0,Perak,5XL,2023-09-14,373,1,0,1.0,0.0,0.0,1.0
Pakaian Bayi,Kain Canvas,6.0,Perak,7XL,2023-09-14,373,2,0,0.0,0.0,2.0,2.0
Pakaian Bayi,Kain Canvas,6.0,Perak,8XL,2023-09-14,373,1,1,0.0,0.0,2.0,2.0
Pakaian Bayi,Kain Canvas,6.0,Perak,9XL,2023-09-14,373,2,1,1.0,0.0,2.0,3.0
Pakaian Bayi,Kain Canvas,6.0,Perak,10XL,2023-09-14,373,4,0,0.0,0.0,4.0,4.0
Pakaian Bayi,Kain Canvas,6.0,Perak,S/M,2023-09-14,373,3,2,3.0,0.0,2.0,5.0
Pakaian Bayi,Kain Canvas,6.0,Perak,XL/XXL,2023-09-14,373,1,0,1.0,0.0,0.0,1.0
Pakaian Bayi,Kain Canvas,6.0,Perak,4XL/5XL,2023-09-14,373,2,0,0.0,0.0,2.0,2.0
Pakaian Bayi,Kain Canvas,6.0,Coral,4XL,2023-09-14,373,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Canvas,6.0,Coral,8XL,2023-09-14,373,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Canvas,6.0,Coral,9XL,2023-09-14,373,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Canvas,6.0,Coral,10XL,2023-09-14,373,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Canvas,6.0,Coral,S/M,2023-09-14,373,3,0,0.0,3.0,0.0,3.0
Pakaian Bayi,Kain Canvas,6.0,Coral,XL/XXL,2023-09-14,373,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Canvas,6.0,Coral,4XL/5XL,2023-09-14,373,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Canvas,7.0,Perak,4XL,2023-12-15,281,1,1,0.0,1.0,1.0,2.0
Pakaian Bayi,Kain Canvas,7.0,Perak,5XL,2023-12-15,281,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Canvas,7.0,Perak,6XL,2023-12-15,281,2,1,0.0,2.0,1.0,3.0
Pakaian Bayi,Kain Canvas,7.0,Perak,7XL,2023-12-15,281,2,1,0.0,2.0,1.0,3.0
Pakaian Bayi,Kain Canvas,7.0,Perak,8XL,2023-12-15,281,2,2,0.0,2.0,2.0,4.0
Pakaian Bayi,Kain Canvas,7.0,Perak,9XL,2023-12-15,281,1,2,0.0,1.0,2.0,3.0
Pakaian Bayi,Kain Canvas,7.0,Perak,10XL,2023-12-15,281,1,3,0.0,1.0,3.0,4.0
Pakaian Bayi,Kain Canvas,7.0,Perak,S/M,2023-12-15,281,2,5,1.0,2.0,4.0,7.0
Pakaian Bayi,Kain Canvas,7.0,Perak,4XL/5XL,2023-12-15,281,1,1,1.0,0.0,1.0,2.0
Pakaian Bayi,Kain Canvas,7.0,Coral,4XL,2023-12-15,281,0,1,0.0,0.0,1.0,1.0
Pakaian Bayi,Kain Canvas,7.0,Coral,5XL,2023-12-15,281,0,1,0.0,0.0,1.0,1.0
Pakaian Bayi,Kain Canvas,7.0,Coral,6XL,2023-12-15,281,0,2,0.0,0.0,2.0,2.0
Pakaian Bayi,Kain Canvas,7.0,Coral,7XL,2023-12-15,281,0,2,0.0,0.0,2.0,2.0
Pakaian Bayi,Kain Canvas,7.0,Coral,8XL,2023-12-15,281,3,0,2.0,0.0,1.0,3.0
Pakaian Bayi,Kain Canvas,7.0,Coral,9XL,2023-12-15,281,4,0,1.0,0.0,3.0,4.0
Pakaian Bayi,Kain Canvas,7.0,Coral,10XL,2023-12-15,281,3,0,0.0,0.0,3.0,3.0
Pakaian Bayi,Kain Canvas,7.0,Coral,S/M,2023-12-15,281,3,0,1.0,0.0,2.0,3.0
Pakaian Bayi,Kain Canvas,7.0,Coral,XL/XXL,2023-12-15,281,1,0,0.0,0.0,1.0,1.0
Pakaian Bayi,Kain Canvas,7.0,Coral,4XL/5XL,2023-12-15,281,2,0,1.0,0.0,1.0,2.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,4XL,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,5XL,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,6XL,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,7XL,2023-12-23,273,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,8XL,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,9XL,2023-12-23,273,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,10XL,2023-12-23,273,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,XL/XXL,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Cyan,4XL/5XL,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Light Gray,6XL,2023-12-23,273,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Light Gray,7XL,2023-12-23,273,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Light Gray,9XL,2023-12-23,273,2,0,0.0,2.0,0.0,2.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Light Gray,10XL,2023-12-23,273,0,0,0.0,0.0,0.0,0.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Light Gray,S/M,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Bayi,Kain Kain Anti Luntur,1.0,Light Gray,XL/XXL,2023-12-23,273,1,0,0.0,1.0,0.0,1.0
Pakaian Anak,Denim,1.0,Plum,7XL,2023-08-22,396,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Denim,1.0,Plum,9XL,2023-08-22,396,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Denim,1.0,Plum,10XL,2023-08-22,396,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Denim,1.0,Plum,XL/XXL,2023-08-22,396,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Denim,1.0,Plum,4XL/5XL,2023-08-22,396,1,0,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Velvet,2.0,Cyan,4XL,2023-08-29,389,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Velvet,2.0,Cyan,5XL,2023-08-29,389,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Velvet,2.0,Cyan,6XL,2023-08-29,389,2,0,0.0,0.0,2.0,2.0
Pakaian Anak,Kain Velvet,2.0,Cyan,7XL,2023-08-29,389,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Velvet,2.0,Cyan,8XL,2023-08-29,389,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Velvet,2.0,Cyan,9XL,2023-08-29,389,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Velvet,2.0,Cyan,10XL,2023-08-29,389,2,0,1.0,0.0,1.0,2.0
Pakaian Anak,Kain Velvet,2.0,Cyan,S/M,2023-08-29,389,1,0,1.0,0.0,0.0,1.0
Pakaian Anak,Kain Velvet,2.0,Cyan,XL/XXL,2023-08-29,389,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Velvet,2.0,Cyan,4XL/5XL,2023-08-29,389,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Velvet,3.0,Perak,4XL,2023-12-15,281,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Velvet,3.0,Perak,5XL,2023-12-15,281,0,0,0.0,0.0,0.0,0.0
Pakaian Anak,Kain Velvet,3.0,Perak,6XL,2023-12-15,281,0,1,0.0,0.0,1.0,1.0
Pakaian Anak,Kain Velvet,3.0,Perak,7XL,2023-12-15,281,1,2,0.0,0.0,3.0,3.0
Pakaian Anak,Kain Velvet,3.0,Perak,8XL,2023-12-15,281,0,3,0.0,0.0,3.0,3.0
Pakaian Anak,Kain Velvet,3.0,Perak,9XL,2023-12-15,281,3,0,1.0,0.0,2.0,3.0
